ids,tot E,tot G,tot FO,tot,tot %,Fund6 E,Fund6 G,Fund6 FO,Fund6 %,Fund7 E,Fund7 G,Fund7 FO,Fund7 %,Fund8 E,Fund8 G,Fund8 FO,Fund8 %,Fund9 E,Fund9 G,Fund9 FO,Fund9 %,active funds,"consecutive
active funds",email,anonymized_ids
z_assessor_836,1,62,5,68,92.65%,0,0,0,0.00%,0,53,5,91.38%,1,9,0,100.00%,0,0,0,0.00%,2,0,184-test@example.org,z_assessor_836
z_assessor_2616,2,131,35,168,79.17%,0,0,0,0.00%,2,58,12,83.33%,0,35,16,68.63%,0,38,7,84.44%,3,1,185-test@example.org,"z_assessor_2616, z_assessor_656"
z_assessor_2619,0,87,2,89,97.75%,0,0,0,0.00%,0,44,2,95.65%,0,43,0,100.00%,0,0,0,0.00%,3,0,186-test@example.org,"z_assessor_2619, z_assessor_714"
z_assessor_2622,1,62,10,73,86.30%,0,0,0,0.00%,0,7,4,63.64%,0,37,3,92.50%,1,18,3,86.36%,3,2,187-test@example.org,"z_assessor_2622, z_assessor_678"
z_assessor_2630,0,9,1,10,90.00%,0,0,0,0.00%,0,0,0,0.00%,0,6,0,100.00%,0,3,1,75.00%,2,0,188-test@example.org,"z_assessor_2630, z_assessor_1315"
z_assessor_2631,1,44,3,48,93.75%,0,0,0,0.00%,0,6,1,85.71%,1,12,2,86.67%,0,26,0,100.00%,3,3,189-test@example.org,"z_assessor_2631, z_assessor_968"
z_assessor_2636,2,52,12,66,81.82%,0,0,0,0.00%,2,3,0,100.00%,0,23,8,74.19%,0,26,4,86.67%,3,1,190-test@example.org,"z_assessor_2636, z_assessor_787"
z_assessor_669,0,38,3,41,92.68%,0,0,0,0.00%,0,38,3,92.68%,0,0,0,0.00%,0,0,0,0.00%,2,0,191-test@example.org,z_assessor_669
z_assessor_2643,12,16,6,34,82.35%,0,0,0,0.00%,0,0,0,0.00%,10,5,0,100.00%,2,11,6,68.42%,2,0,192-test@example.org,"z_assessor_2643, z_assessor_1323"
z_assessor_685,0,21,4,25,84.00%,0,0,0,0.00%,0,20,3,86.96%,0,1,1,50.00%,0,0,0,0.00%,2,0,193-test@example.org,z_assessor_685
z_assessor_2660,0,13,4,17,76.47%,0,0,0,0.00%,0,11,3,78.57%,0,2,0,100.00%,0,0,1,0.00%,3,0,194-test@example.org,"z_assessor_2660, z_assessor_661"
z_assessor_2663,0,33,9,42,78.57%,0,0,0,0.00%,0,0,0,0.00%,0,16,1,94.12%,0,17,8,68.00%,2,0,195-test@example.org,"z_assessor_2663, z_assessor_1330"
z_assessor_2667,0,13,1,14,92.86%,0,0,0,0.00%,0,0,0,0.00%,0,3,0,100.00%,0,10,1,90.91%,2,2,196-test@example.org,"z_assessor_2667, z_assessor_1334"
z_assessor_2669,0,29,12,41,70.73%,0,0,0,0.00%,0,0,0,0.00%,0,13,4,76.47%,0,16,8,66.67%,2,0,197-test@example.org,"z_assessor_2669, z_assessor_1336"
z_assessor_2670,0,12,0,12,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,4,0,100.00%,0,8,0,100.00%,2,2,198-test@example.org,"z_assessor_2670, z_assessor_1337"
z_assessor_2671,0,38,5,43,88.37%,0,0,0,0.00%,0,0,0,0.00%,0,19,0,100.00%,0,19,5,79.17%,2,0,199-test@example.org,"z_assessor_2671, z_assessor_1339"
z_assessor_2678,0,46,5,51,90.20%,0,0,0,0.00%,0,0,0,0.00%,0,8,2,80.00%,0,38,3,92.68%,2,1,200-test@example.org,"z_assessor_2678, z_assessor_1344"
z_assessor_2679,0,24,8,32,75.00%,0,0,0,0.00%,0,16,7,69.57%,0,3,1,75.00%,0,5,0,100.00%,3,1,201-test@example.org,"z_assessor_2679, z_assessor_728"
z_assessor_2682,5,6,0,11,100.00%,0,0,0,0.00%,5,2,0,100.00%,0,4,0,100.00%,0,0,0,0.00%,3,0,202-test@example.org,"z_assessor_2682, z_assessor_766"
z_assessor_2684,1,35,8,44,81.82%,0,0,0,0.00%,0,0,0,0.00%,0,5,4,55.56%,1,30,4,88.57%,2,1,203-test@example.org,"z_assessor_2684, z_assessor_1351"
z_assessor_2687,0,12,0,12,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,12,0,100.00%,1,1,204-test@example.org,z_assessor_2687
z_assessor_2688,2,16,2,20,90.00%,0,0,0,0.00%,0,0,0,0.00%,2,6,2,80.00%,0,10,0,100.00%,2,1,205-test@example.org,"z_assessor_2688, z_assessor_1357"
z_assessor_2695,0,36,5,41,87.80%,0,0,0,0.00%,0,0,0,0.00%,0,14,3,82.35%,0,22,2,91.67%,2,2,206-test@example.org,"z_assessor_2695, z_assessor_1358"
z_assessor_2704,36,75,3,114,97.37%,0,0,0,0.00%,14,14,0,100.00%,22,12,0,100.00%,0,49,3,94.23%,3,3,207-test@example.org,"z_assessor_2704, z_assessor_751"
z_assessor_953,1,13,5,19,73.68%,0,0,0,0.00%,0,11,5,68.75%,1,2,0,100.00%,0,0,0,0.00%,2,0,208-test@example.org,z_assessor_953
z_assessor_2709,0,28,5,33,84.85%,0,0,0,0.00%,0,15,0,100.00%,0,13,5,72.22%,0,0,0,0.00%,3,0,209-test@example.org,"z_assessor_2709, z_assessor_740"
z_assessor_2713,1,92,10,103,90.29%,0,0,0,0.00%,0,41,2,95.35%,0,30,6,83.33%,1,21,2,91.67%,3,3,210-test@example.org,"z_assessor_2713, z_assessor_717"
z_assessor_2714,0,71,10,81,87.65%,0,0,0,0.00%,0,41,5,89.13%,0,9,1,90.00%,0,21,4,84.00%,3,3,211-test@example.org,"z_assessor_2714, z_assessor_697"
z_assessor_2719,0,27,1,28,96.43%,0,0,0,0.00%,0,2,0,100.00%,0,10,1,90.91%,0,15,0,100.00%,3,3,212-test@example.org,"z_assessor_2719, z_assessor_883"
z_assessor_2720,0,25,8,33,75.76%,0,0,0,0.00%,0,9,1,90.00%,0,6,6,50.00%,0,10,1,90.91%,3,1,213-test@example.org,"z_assessor_2720, z_assessor_696"
z_assessor_2729,1,9,2,12,83.33%,0,0,0,0.00%,0,0,0,0.00%,1,0,1,50.00%,0,9,1,90.00%,2,1,214-test@example.org,"z_assessor_2729, z_assessor_1373"
z_assessor_2732,0,13,3,16,81.25%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,13,3,81.25%,2,1,215-test@example.org,"z_assessor_2732, z_assessor_1374"
z_assessor_2733,0,12,1,13,92.31%,0,0,0,0.00%,0,0,0,0.00%,0,12,1,92.31%,0,0,0,0.00%,2,0,216-test@example.org,"z_assessor_2733, z_assessor_1375"
z_assessor_671,0,54,12,66,81.82%,0,0,0,0.00%,0,54,12,81.82%,0,0,0,0.00%,0,0,0,0.00%,1,0,217-test@example.org,z_assessor_671
z_assessor_2736,0,20,0,20,100.00%,0,0,0,0.00%,0,5,0,100.00%,0,5,0,100.00%,0,10,0,100.00%,3,3,218-test@example.org,"z_assessor_2736, z_assessor_937"
z_assessor_2738,1,26,5,32,84.38%,0,0,0,0.00%,1,2,0,100.00%,0,24,5,82.76%,0,0,0,0.00%,3,0,219-test@example.org,"z_assessor_2738, z_assessor_925"
z_assessor_643,1,35,0,36,100.00%,0,0,0,0.00%,1,34,0,100.00%,0,1,0,100.00%,0,0,0,0.00%,2,0,220-test@example.org,z_assessor_643
z_assessor_2757,0,129,6,135,95.56%,0,0,0,0.00%,0,35,1,97.22%,0,42,0,100.00%,0,52,5,91.23%,3,3,221-test@example.org,"z_assessor_2757, z_assessor_862"
z_assessor_2759,1,10,0,11,100.00%,0,0,0,0.00%,0,2,0,100.00%,0,0,0,0.00%,1,8,0,100.00%,3,1,222-test@example.org,"z_assessor_2759, z_assessor_824"
z_assessor_774,0,18,6,24,75.00%,0,0,0,0.00%,0,11,0,100.00%,0,7,6,53.85%,0,0,0,0.00%,2,0,223-test@example.org,z_assessor_774
z_assessor_2761,0,45,2,47,95.74%,0,0,0,0.00%,0,8,0,100.00%,0,10,1,90.91%,0,27,1,96.43%,3,3,224-test@example.org,"z_assessor_2761, z_assessor_692"
z_assessor_2764,0,13,5,18,72.22%,0,0,0,0.00%,0,0,0,0.00%,0,10,2,83.33%,0,3,3,50.00%,2,0,225-test@example.org,"z_assessor_2764, z_assessor_1385"
z_assessor_799,0,8,2,10,80.00%,0,0,0,0.00%,0,8,2,80.00%,0,0,0,0.00%,0,0,0,0.00%,1,0,226-test@example.org,z_assessor_799
z_assessor_2767,0,11,2,13,84.62%,0,0,0,0.00%,0,0,0,0.00%,0,3,2,60.00%,0,8,0,100.00%,2,1,227-test@example.org,"z_assessor_2767, z_assessor_1387"
z_assessor_2771,0,103,22,125,82.40%,0,0,0,0.00%,0,0,0,0.00%,0,36,21,63.16%,0,67,1,98.53%,2,1,228-test@example.org,"z_assessor_2771, z_assessor_1394"
z_assessor_2775,0,20,0,20,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,5,0,100.00%,0,15,0,100.00%,2,2,229-test@example.org,"z_assessor_2775, z_assessor_1400"
z_assessor_2780,0,22,0,22,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,22,0,100.00%,0,0,0,0.00%,2,0,230-test@example.org,"z_assessor_2780, z_assessor_1403"
z_assessor_2781,0,14,5,19,73.68%,0,0,0,0.00%,0,0,0,0.00%,0,7,3,70.00%,0,7,2,77.78%,2,0,231-test@example.org,"z_assessor_2781, z_assessor_1405"
z_assessor_2786,1,99,12,112,89.29%,0,0,0,0.00%,0,0,0,0.00%,0,40,4,90.91%,1,59,8,88.24%,2,2,232-test@example.org,"z_assessor_2786, z_assessor_1409"
z_assessor_2795,3,86,21,110,80.91%,0,0,0,0.00%,0,0,0,0.00%,3,35,4,90.48%,0,51,17,75.00%,2,0,233-test@example.org,"z_assessor_2795, z_assessor_1417"
z_assessor_2801,0,25,1,26,96.15%,0,0,0,0.00%,0,0,0,0.00%,0,25,1,96.15%,0,0,0,0.00%,2,0,234-test@example.org,"z_assessor_2801, z_assessor_1434"
z_assessor_2803,4,19,0,23,100.00%,0,0,0,0.00%,0,0,0,0.00%,4,15,0,100.00%,0,4,0,100.00%,2,2,235-test@example.org,"z_assessor_2803, z_assessor_1437"
z_assessor_2811,1,97,17,115,85.22%,0,0,0,0.00%,0,0,0,0.00%,1,12,2,86.67%,0,85,15,85.00%,2,2,236-test@example.org,"z_assessor_2811, z_assessor_1444"
z_assessor_2814,3,21,1,25,96.00%,0,0,0,0.00%,0,0,0,0.00%,3,14,0,100.00%,0,7,1,87.50%,2,2,237-test@example.org,"z_assessor_2814, z_assessor_1446"
z_assessor_2817,5,140,14,159,91.19%,0,0,0,0.00%,0,0,0,0.00%,0,48,10,82.76%,5,92,4,96.04%,2,2,238-test@example.org,"z_assessor_2817, z_assessor_1448"
z_assessor_2824,51,133,20,204,90.20%,0,0,0,0.00%,0,0,0,0.00%,7,72,11,87.78%,44,61,9,92.11%,2,2,239-test@example.org,"z_assessor_2824, z_assessor_1454"
z_assessor_2826,2,20,1,23,95.65%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,2,20,1,95.65%,1,1,240-test@example.org,z_assessor_2826
z_assessor_2829,0,15,1,16,93.75%,0,0,0,0.00%,0,0,0,0.00%,0,9,1,90.00%,0,6,0,100.00%,2,2,241-test@example.org,"z_assessor_2829, z_assessor_1457"
z_assessor_2831,0,43,9,52,82.69%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,43,9,82.69%,1,1,242-test@example.org,z_assessor_2831
z_assessor_2832,0,12,0,12,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,12,0,100.00%,0,0,0,0.00%,2,0,243-test@example.org,"z_assessor_2832, z_assessor_1459"
z_assessor_2836,0,19,1,20,95.00%,0,0,0,0.00%,0,0,0,0.00%,0,15,1,93.75%,0,4,0,100.00%,2,2,244-test@example.org,"z_assessor_2836, z_assessor_1460"
z_assessor_2837,0,12,3,15,80.00%,0,0,0,0.00%,0,0,0,0.00%,0,10,1,90.91%,0,2,2,50.00%,2,0,245-test@example.org,"z_assessor_2837, z_assessor_1461"
z_assessor_2845,0,20,5,25,80.00%,0,0,0,0.00%,0,0,0,0.00%,0,5,0,100.00%,0,15,5,75.00%,2,0,246-test@example.org,"z_assessor_2845, z_assessor_1470"
z_assessor_2848,0,16,5,21,76.19%,0,0,0,0.00%,0,0,0,0.00%,0,9,1,90.00%,0,7,4,63.64%,2,0,247-test@example.org,"z_assessor_2848, z_assessor_1476"
z_assessor_2869,0,20,2,22,90.91%,0,0,0,0.00%,0,0,0,0.00%,0,7,0,100.00%,0,13,2,86.67%,2,2,248-test@example.org,"z_assessor_2869, z_assessor_1508"
z_assessor_1511,0,13,0,13,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,13,0,100.00%,0,0,0,0.00%,1,0,249-test@example.org,z_assessor_1511
z_assessor_2871,0,15,0,15,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,13,0,100.00%,0,2,0,100.00%,2,2,250-test@example.org,"z_assessor_2871, z_assessor_1513"
z_assessor_2879,18,13,2,33,93.94%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,18,13,2,93.94%,1,1,251-test@example.org,z_assessor_2879
z_assessor_2883,11,24,2,37,94.59%,0,0,0,0.00%,0,0,0,0.00%,9,4,1,92.86%,2,20,1,95.65%,2,2,252-test@example.org,"z_assessor_2883, z_assessor_1529"
z_assessor_2886,0,27,1,28,96.43%,0,0,0,0.00%,0,0,0,0.00%,0,2,0,100.00%,0,25,1,96.15%,2,2,253-test@example.org,"z_assessor_2886, z_assessor_1533"
z_assessor_2888,0,15,3,18,83.33%,0,0,0,0.00%,0,0,0,0.00%,0,6,2,75.00%,0,9,1,90.00%,2,1,254-test@example.org,"z_assessor_2888, z_assessor_1535"
z_assessor_2890,1,20,3,24,87.50%,0,0,0,0.00%,0,0,0,0.00%,0,7,1,87.50%,1,13,2,87.50%,2,2,255-test@example.org,"z_assessor_2890, z_assessor_1537"
z_assessor_2893,1,73,9,83,89.16%,0,0,0,0.00%,0,0,0,0.00%,0,31,6,83.78%,1,42,3,93.48%,2,2,256-test@example.org,"z_assessor_2893, z_assessor_1544"
z_assessor_2899,1,28,1,30,96.67%,0,0,0,0.00%,0,0,0,0.00%,1,22,0,100.00%,0,6,1,85.71%,2,2,257-test@example.org,"z_assessor_2899, z_assessor_32"
z_assessor_1557,8,5,2,15,86.67%,0,0,0,0.00%,0,0,0,0.00%,8,5,2,86.67%,0,0,0,0.00%,1,0,258-test@example.org,z_assessor_1557
z_assessor_2902,0,57,2,59,96.61%,0,0,0,0.00%,0,0,0,0.00%,0,4,0,100.00%,0,53,2,96.36%,2,2,259-test@example.org,"z_assessor_2902, z_assessor_1559"
z_assessor_2906,0,16,3,19,84.21%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,16,3,84.21%,1,1,260-test@example.org,z_assessor_2906
z_assessor_2907,0,13,2,15,86.67%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,13,2,86.67%,1,1,261-test@example.org,z_assessor_2907
z_assessor_2908,3,28,5,36,86.11%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,3,28,5,86.11%,2,1,262-test@example.org,"z_assessor_2908, z_assessor_1570"
z_assessor_2911,0,31,7,38,81.58%,0,0,0,0.00%,0,0,0,0.00%,0,11,0,100.00%,0,20,7,74.07%,2,0,263-test@example.org,"z_assessor_2911, z_assessor_1574"
z_assessor_2927,0,13,2,15,86.67%,0,0,0,0.00%,0,0,0,0.00%,0,4,1,80.00%,0,9,1,90.00%,2,1,264-test@example.org,"z_assessor_2927, z_assessor_1591"
z_assessor_2929,1,12,2,15,86.67%,0,0,0,0.00%,0,0,0,0.00%,1,1,0,100.00%,0,11,2,84.62%,2,2,265-test@example.org,"z_assessor_2929, z_assessor_1593"
z_assessor_2935,0,33,1,34,97.06%,0,0,0,0.00%,0,0,0,0.00%,0,10,0,100.00%,0,23,1,95.83%,2,2,266-test@example.org,"z_assessor_2935, z_assessor_1602"
z_assessor_2940,1,112,31,144,78.47%,0,0,0,0.00%,0,0,0,0.00%,0,46,5,90.20%,1,66,26,72.04%,2,0,267-test@example.org,"z_assessor_2940, z_assessor_1606"
z_assessor_2942,0,17,5,22,77.27%,0,0,0,0.00%,0,0,0,0.00%,0,13,4,76.47%,0,4,1,80.00%,2,0,268-test@example.org,"z_assessor_2942, z_assessor_1614"
z_assessor_2950,0,12,4,16,75.00%,0,0,0,0.00%,0,0,0,0.00%,0,8,0,100.00%,0,4,4,50.00%,2,0,269-test@example.org,"z_assessor_2950, z_assessor_1623"
z_assessor_1629,0,11,3,14,78.57%,0,0,0,0.00%,0,0,0,0.00%,0,11,3,78.57%,0,0,0,0.00%,1,0,270-test@example.org,z_assessor_1629
z_assessor_2956,3,47,6,56,89.29%,0,0,0,0.00%,0,0,0,0.00%,1,8,2,81.82%,2,39,4,91.11%,2,2,271-test@example.org,"z_assessor_2956, z_assessor_1631"
z_assessor_2957,0,11,4,15,73.33%,0,0,0,0.00%,0,0,0,0.00%,0,8,1,88.89%,0,3,3,50.00%,2,0,272-test@example.org,"z_assessor_2957, z_assessor_1632"
z_assessor_2966,0,76,3,79,96.20%,0,0,0,0.00%,0,0,0,0.00%,0,49,1,98.00%,0,27,2,93.10%,2,2,273-test@example.org,"z_assessor_2966, z_assessor_1651"
z_assessor_2969,1,30,13,44,70.45%,0,0,0,0.00%,0,0,0,0.00%,1,19,4,83.33%,0,11,9,55.00%,2,0,274-test@example.org,"z_assessor_2969, z_assessor_1655"
z_assessor_2971,0,41,9,50,82.00%,0,0,0,0.00%,0,0,0,0.00%,0,25,5,83.33%,0,16,4,80.00%,2,0,275-test@example.org,"z_assessor_2971, z_assessor_1659"
z_assessor_2974,11,42,5,58,91.38%,0,0,0,0.00%,0,0,0,0.00%,1,34,2,94.59%,10,8,3,85.71%,2,2,276-test@example.org,"z_assessor_2974, z_assessor_1664"
z_assessor_2975,0,68,9,77,88.31%,0,0,0,0.00%,0,0,0,0.00%,0,55,5,91.67%,0,13,4,76.47%,2,0,277-test@example.org,"z_assessor_2975, z_assessor_1665"
z_assessor_1666,0,29,1,30,96.67%,0,0,0,0.00%,0,0,0,0.00%,0,29,1,96.67%,0,0,0,0.00%,1,0,278-test@example.org,z_assessor_1666
z_assessor_2979,0,44,2,46,95.65%,0,0,0,0.00%,0,0,0,0.00%,0,32,0,100.00%,0,12,2,85.71%,2,2,279-test@example.org,"z_assessor_2979, z_assessor_1674"
z_assessor_2980,7,29,3,39,92.31%,0,0,0,0.00%,0,0,0,0.00%,7,17,1,96.00%,0,12,2,85.71%,2,2,280-test@example.org,"z_assessor_2980, z_assessor_1675"
z_assessor_2982,0,23,7,30,76.67%,0,0,0,0.00%,0,0,0,0.00%,0,12,3,80.00%,0,11,4,73.33%,2,0,281-test@example.org,"z_assessor_2982, z_assessor_1681"
z_assessor_2984,0,19,4,23,82.61%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,19,4,82.61%,2,1,282-test@example.org,"z_assessor_2984, z_assessor_1692"
z_assessor_1701,0,21,0,21,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,21,0,100.00%,0,0,0,0.00%,1,0,283-test@example.org,z_assessor_1701
z_assessor_2988,0,33,0,33,100.00%,0,0,0,0.00%,0,0,0,0.00%,0,33,0,100.00%,0,0,0,0.00%,2,0,284-test@example.org,"z_assessor_2988, z_assessor_1702"
z_assessor_2989,1,45,6,52,88.46%,0,0,0,0.00%,0,0,0,0.00%,1,32,1,97.06%,0,13,5,72.22%,2,0,285-test@example.org,"z_assessor_2989, z_assessor_1703"
z_assessor_1709,2,23,0,25,100.00%,0,0,0,0.00%,0,0,0,0.00%,2,23,0,100.00%,0,0,0,0.00%,1,0,286-test@example.org,z_assessor_1709
z_assessor_2992,4,57,4,65,93.85%,0,0,0,0.00%,0,0,0,0.00%,3,16,1,95.00%,1,41,3,93.33%,2,2,287-test@example.org,"z_assessor_2992, z_assessor_1712"
z_assessor_1713,1,38,1,40,97.50%,0,0,0,0.00%,0,0,0,0.00%,1,38,1,97.50%,0,0,0,0.00%,1,0,288-test@example.org,z_assessor_1713
z_assessor_1716,2,9,0,11,100.00%,0,0,0,0.00%,0,0,0,0.00%,2,9,0,100.00%,0,0,0,0.00%,1,0,289-test@example.org,z_assessor_1716
z_assessor_1717,0,14,3,17,82.35%,0,0,0,0.00%,0,0,0,0.00%,0,14,3,82.35%,0,0,0,0.00%,1,0,290-test@example.org,z_assessor_1717
z_assessor_2994,0,8,3,11,72.73%,0,0,0,0.00%,0,0,0,0.00%,0,3,0,100.00%,0,5,3,62.50%,2,0,291-test@example.org,"z_assessor_2994, z_assessor_1719"
z_assessor_2996,0,122,19,141,86.52%,0,0,0,0.00%,0,0,0,0.00%,0,54,9,85.71%,0,68,10,87.18%,2,2,292-test@example.org,"z_assessor_2996, z_assessor_1724"
z_assessor_2997,0,53,18,71,74.65%,0,0,0,0.00%,0,0,0,0.00%,0,27,9,75.00%,0,26,9,74.29%,2,0,293-test@example.org,"z_assessor_2997, z_assessor_1725"
z_assessor_1726,1,19,0,20,100.00%,0,0,0,0.00%,0,0,0,0.00%,1,19,0,100.00%,0,0,0,0.00%,1,0,294-test@example.org,z_assessor_1726
z_assessor_3004,0,12,2,14,85.71%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,12,2,85.71%,2,1,295-test@example.org,"z_assessor_3004, z_assessor_1737"
z_assessor_3008,0,236,14,250,94.40%,0,0,0,0.00%,0,0,0,0.00%,0,85,0,100.00%,0,151,14,91.52%,2,2,296-test@example.org,"z_assessor_3008, z_assessor_1747"
z_assessor_3009,0,54,20,74,72.97%,0,0,0,0.00%,0,0,0,0.00%,0,47,20,70.15%,0,7,0,100.00%,2,1,297-test@example.org,"z_assessor_3009, z_assessor_1748"
z_assessor_3016,2,92,8,102,92.16%,0,0,0,0.00%,0,0,0,0.00%,1,2,0,100.00%,1,90,8,91.92%,2,2,298-test@example.org,"z_assessor_3016, z_assessor_1762"
z_assessor_3021,0,39,1,40,97.50%,0,0,0,0.00%,0,0,0,0.00%,0,14,0,100.00%,0,25,1,96.15%,2,2,299-test@example.org,"z_assessor_3021, z_assessor_1768"
